place_id,place_name,category,city,latitude,longitude,rating,user_ratings_total,fame_score,user_type,user_preferences,budget,seasonal_suitability,best_time_to_visit,source
30,Fort Kohna Qasim Garden,Tourist Attraction,Multan,30.1985159,71.4736599,4.4,13206,505.64,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
31,Joyland,Park,rawalpindi,33.5611826,73.0902946,4.4,12700,495.85,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
32,Army Museum Lahore,Tourist Attraction,Lahore,31.5322998,74.3984004,4.8,9830,475.9,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
33,Dolmen Mall Hyderi,Shopping Mall,Karachi,24.9355566,67.0402345,4.3,11621,463.54,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
34,MTX Off-road Sports Rawal Lake,Park,Abbottabad,33.7193125,73.1349375,4.4,10276,446.03,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
35,Frere Hall,Tourist Attraction,Karachi,24.8473881,67.0329806,4.4,10274,445.99,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
36,Lahore Museum,Tourist Attraction,Lahore,31.5683749,74.3080962,4.5,9708,443.38,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
37,Kachnar Park,Park,Islamabad,33.6703208,73.0817641,4.6,9264,442.75,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
38,Ghanta Ghar (Clock Tower),Tourist Attraction,Multan,30.1986814,71.4680805,4.5,9617,441.3,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
39,Al Fatah Exclusive Mall - Hussain Chowk,Shopping Mall,Lahore,31.5070014,74.3530103,4.4,10035,440.77,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
40,Gulberg Galleria,Shopping Mall,Lahore,31.5319296,74.3515966,4.4,9785,435.24,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
41,Clifton Sea-View Karachi Sindh,Tourist Attraction,Karachi,24.7906121,67.0403961,4.3,9966,429.27,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
42,Kashmir Point,Tourist Attraction,Murree,33.9136373,73.4042009,4.5,9333,425.07,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
43,Malam Jabba Ski Resort,Park,Swat,34.7988072,72.572194,4.5,9087,419.43,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
44,Mall of Multan,Shopping Mall,Multan,30.2427887,71.4845477,4.4,8985,417.07,"Family, Friends","shopping, dining",Low,Winter,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
45,Daman-e-Koh park,Park,Islamabad,33.7159938,73.1327989,4.5,8167,406.67,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
46,Pindi point,Tourist Attraction,Murree,33.6681875,72.9961875,4.5,8321,401.37,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
47,Dino Valley,Park,Islamabad,33.7940619,73.1240766,4.6,8268,390.99,"Family, Friends","relaxing, picnic",High,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
48,The Forum Shopping Mall,Shopping Mall,Karachi,24.827207,67.037798,4.1,8956,388.01,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
49,Greater Iqbal Park,Tourist Attraction,Lahore,31.5922375,74.3103594,4.6,7057,386.43,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
50,Baltit Fort,Tourist Attraction,Hunza,36.3256375,74.6697656,4.6,6890,381.83,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
51,New Auriga Shopping Mall,Shopping Mall,Lahore,31.5248691,74.3481225,4.2,8025,376.25,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
52,Do Darya,Tourist Attraction,Karachi,24.7505126,67.0867886,4.5,6661,367.27,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
53,Malikabad Shopping Mall,Shopping Mall,Islamabad,33.6402985,73.0757894,4.2,7455,362.64,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
54,Saima Paari Mall,Shopping Mall,Karachi,24.9384429,67.0444674,4.1,7089,345.2,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
55,Dolmen Mall Lahore,Shopping Mall,Lahore,31.4677456,74.4358948,4.5,5725,340.49,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
56,Mohatta Palace Museum,Tourist Attraction,Karachi,24.8143363,67.0327381,4.5,5606,336.93,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
58,Deans Shopping Mall (Deans Trade Center Peshawar),Shopping Mall,Peshawar,34.0008149,71.5454357,4.1,6630,333.84,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
59,Rakaposhi View Point Hotel & Restaurant,Tourist Attraction,Hunza,36.2393543,74.4896086,4.6,5265,333.78,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
60,FizaGat Park,Park,Swat,34.7922128,72.3798908,4.2,6137,329.02,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
61,Deosai National Park,Tourist Attraction,Skardu,34.9705077,75.4718236,4.8,4448,320.13,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
62,Hilal Park,Hiking/Trail,Karachi,24.8024765,67.0546453,4.5,4822,312.48,"Friends, Adventure","hiking, adventure, camping",Low,All-season,Morning,Google Maps API (Adaptive AI Filtered Research Model)
63,Star City Mobile Mall,Shopping Mall,Karachi,24.8641572,67.0258401,4.3,5231,311,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
64,Haroon Shopping Centre,Shopping Mall,Karachi,24.9562783,67.0602822,4.1,5731,310.38,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
65,Roomi Park,Park,Murree,33.59904,73.04361,4.3,5169,309.15,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
66,Altit Fort,Tourist Attraction,Hunza,36.3172554,74.6811672,4.6,4510,308.92,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
67,Umbrella Waterfall,Waterfall,Islamabad,33.9957416,73.2952193,4.6,4347,303.29,"Friends, Adventure","sightseeing, photography",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
68,Thandiani Top,Tourist Attraction,Murree,34.2310552,73.3523387,4.7,4541,303.24,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
69,Daman-e-Koh View Point,Tourist Attraction,Islamabad,33.7378388,73.0568964,4.6,4328,302.62,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
70,Nishtar Park,Park,Karachi,24.8747057,67.0332708,4.2,5168,301.93,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
71,Chase Value - Islamabad,Shopping Mall,Islamabad,33.5353809,73.127969,4.3,4830,298.84,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
72,Rawat Fort,Tourist Attraction,Islamabad,33.4982576,73.1941682,4.3,4811,298.25,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
73,Lady Garden Public Park,Park,Murree,34.1497421,73.2153961,4.2,4755,289.62,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
74,Shahdara Point,Tourist Attraction,Islamabad,33.776563,73.1738192,4.2,4507,281.96,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
75,Lake City Mall,Shopping Mall,Lahore,31.3535568,74.2518463,4.4,4075,280.88,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
76,Hill Park,Mountain,Karachi,24.8715176,67.0709538,4.1,4672,280.24,"Friends, Adventure","hiking, camping",Low,All-season,Morning,Google Maps API (Adaptive AI Filtered Research Model)
77,Shaukat Khanum Hospital Park,Park,Lahore,31.4486525,74.2701546,4.3,3708,280.11,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
78,Gold Crest Grand Mall and Residency,Shopping Mall,Lahore,31.4668125,74.3816875,4.4,3971,277.27,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
79,Akhnoor Fort,Tourist Attraction,Sialkot,32.8962689,74.7406631,4.3,4100,275.33,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
80,Shimla Pahari Park,Park,Murree,34.1583891,73.1966497,4.3,4051,273.68,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
81,Qutb-ud-Din Aibak's Tomb,Tourist Attraction,Lahore,31.5747661,74.3136062,4.5,3624,270.9,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
82,The Mall of Sialkot,Shopping Mall,Sialkot,32.5175917,74.5572021,4.7,4329,269.76,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
83,Toli Peer,Lake,Murree,33.8866772,73.9189423,4.8,3225,266.91,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
84,Sir Cunningham Clock Tower,Tourist Attraction,Peshawar,34.0097921,71.5757323,4.4,3675,266.74,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
85,Amazon Mall,Shopping Mall,Islamabad,33.5353406,73.1278191,4.3,3847,266.7,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
86,Sami silk center,Shopping Mall,Islamabad,33.5341662,73.1137035,4.2,3879,261.58,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
87,Millennium Mall,Shopping Mall,Quetta,30.1993499,67.0204979,4.1,3988,258.92,"Family, Friends","shopping, dining",Low,Winter,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
88,Shah Allah Ditta Caves,Tourist Attraction,Islamabad,33.7220572,72.9151352,4.4,3319,253.49,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
89,Manthokha Waterfall Resort,Tourist Attraction,Skardu,35.0665497,75.9954857,4.6,3035,253.42,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
90,Fatima Jinnah Garrison Park,Park,Sialkot,32.5130639,74.5292453,4.5,3775,251.91,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
91,Mushkpuri Peak,Tourist Attraction/Trail,Murree,34.0613947,73.4300986,4.9,2743,246.16,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
92,New City Arcade,Shopping Mall,Wah,33.7375031,72.7221352,4.5,3267,245.78,"Family, Friends","shopping, dining",Low,Summer,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
93,RJ Mall Karachi,Shopping Mall,Karachi,24.9025967,67.1146403,4.1,3566,244.84,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
94,Nishat Park,Park,Lahore,31.4953136,74.3865965,4.3,3180,242.48,"Family, Friends","relaxing, picnic",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
95,PDA Plaza,Shopping Mall,Peshawar,33.9885056,71.4421812,4.2,3198,237.51,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
96,Panorama Shopping Center,Shopping Mall,Islamabad,33.6513517,73.0734706,4.1,3353,237.41,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
97,Hill View Park,Park,Islamabad,33.7118735,73.0510167,4.6,2547,232.15,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
98,The Centre Shopping Mall. Gentlemen shop,Shopping Mall,Karachi,24.8542031,67.0288163,4.1,3187,231.46,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
99,Madni Mall | Shopping Mall,Shopping Mall,Karachi,24.935991,67.0427494,4.2,2975,229.08,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
100,Downtown Lake & Dancing Fountain,Tourist Attraction,Islamabad,33.7169834,73.2036236,4.5,2556,227.51,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
101,Emerald Tower & Mall,Shopping Mall,Karachi,24.8218871,67.0339444,4.1,3047,226.32,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
102,Chauburji,Tourist Attraction,Lahore,31.5539958,74.304654,4.5,2517,225.76,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
103,Pir Chinasi,Lake,Abbottabad,34.3879078,73.5521261,4.7,2049,212.75,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
104,Chattar Park,Park,Abbottabad,33.779756,73.2431233,3.9,2964,212.33,"Family, Friends","relaxing, picnic",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
105,Harappa Museum Sahiwal,Tourist Attraction,Sahiwal,30.6251959,72.8662174,4.3,2396,210.48,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
106,Quaid e Azam House Museum,Tourist Attraction,Karachi,24.8512608,67.0327375,4.6,2036,207.56,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
107,Multan Arts Council Park,Park,Multan,30.2050232,71.4506225,4.3,2321,207.16,"Family, Friends","relaxing, picnic",Low,Winter,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
108,Kumrat Valley Dir,Tourist Attraction,Swat,35.5406209,72.2141473,4.7,1869,203.19,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
109,Bird Park,Lake,Islamabad,33.7141092,73.1328676,4.5,2002,201.35,"Couple, Family","boating, sightseeing",Low,All-season,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
110,Lahore center,Shopping Mall,Lahore,31.5121901,74.3423238,4.1,2385,200.23,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
111,Dolmen Center,Shopping Mall,Karachi,24.8736308,67.0612617,4.1,2355,198.97,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
112,Kalam valley,Tourist Attraction,Swat,35.4902022,72.5796331,4.7,1792,198.96,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
113,Imperial Mall,Shopping Mall,Lahore,31.5011737,74.4282807,4.1,2243,194.18,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
114,"Harnoi Picnic Point, Abbottabad",Lake,Murree,34.1494407,73.3130349,4.3,1987,191.68,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
115,Square One Mall,Shopping Mall,Karachi,24.90107,67.1139111,4.4,1867,190.12,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
116,City Towers,Shopping Mall,Peshawar,34.0011498,71.4986858,4.2,2019,188.72,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
117,Takht-i-Bahi Buddhist Monastery,Tourist Attraction,Peshawar,34.2862655,71.9467576,4.5,1746,188.03,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
118,Gold City Mall Quetta,Shopping Mall,Quetta,30.2024365,67.0153962,4,2208,187.96,"Family, Friends","shopping, dining",Low,Winter,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
119,National History Museum,Tourist Attraction,Lahore,31.5947889,74.3118916,4.7,1590,187.41,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
120,Sea-View Beach,Tourist Attraction,Karachi,24.8028977,67.0087902,4.2,1967,186.27,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
121,Margalla Hills Islamabad View Point,Mountain,Islamabad,33.7468375,73.0574472,4.8,1461,183.47,"Friends, Adventure","hiking, camping",Medium,All-season,Morning,Google Maps API (Adaptive AI Filtered Research Model)
122,Shahi Eid Ghah Masjid,Tourist Attraction,Multan,30.2112139,71.4789277,4.6,1558,181.57,"Family, Friends",exploring,Low,Winter,All-day,Google Maps API (Adaptive AI Filtered Research Model)
123,Rabi Centre,Shopping Mall,Islamabad,33.6390524,73.0753503,4.3,1772,181.01,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
124,The Mega Mall & Residency,Shopping Mall,Karachi,24.9105781,67.126946,4.2,1795,177.94,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
125,Abbottabad Chairlift,Tourist Attraction,Abbottabad,34.1936473,73.2901382,4.4,1618,176.99,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
126,Italian Mall,Shopping Mall,Abbottabad,34.1875857,73.2330439,4.2,1737,175.04,"Family, Friends","shopping, dining",Low,Summer,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
127,Defence Mall,Shopping Mall,Karachi,24.8339326,67.0747636,4.1,1813,174.58,"Family, Friends","shopping, dining",Medium,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
128,Iqbal House,Tourist Attraction,Sialkot,32.4915247,74.5430541,4.7,1316,170.5,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
129,Tomb of Noor Jahan,Tourist Attraction,Lahore,31.6209568,74.2945453,4.4,1478,169.16,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
130,Hazuri Bagh,Tourist Attraction,Lahore,31.5884117,74.3118295,4.6,1339,168.32,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
131,Shakarparian View Point,Tourist Attraction,Islamabad,33.6944473,73.0782203,4.5,1324,163.74,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
132,Siri Paye,Tourist Attraction,Shogran,34.6178834,73.4836848,4.7,1211,163.56,"Family, Friends",exploring,Low,Summer,All-day,Google Maps API (Adaptive AI Filtered Research Model)
133,Gur Mandi,Shopping Mall,Peshawar,34.0171516,71.5784699,4.2,1474,161.25,"Family, Friends","shopping, dining",Low,All-season,"Evening, Night",Google Maps API (Adaptive AI Filtered Research Model)
134,Wazir Mansion (Quaid-E-Azam Place),Tourist Attraction,Karachi,24.8509187,66.9973972,4.5,1265,160.05,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
135,WATERFALL NATHIAGALI Relax in cottage,Lake,Murree,34.0922451,73.3950567,4.2,1441,159.43,"Couple, Family","boating, sightseeing",Low,Summer,"Morning, Evening",Google Maps API (Adaptive AI Filtered Research Model)
136,Noori Waterfall,Tourist Attraction,Islamabad,33.8935079,73.1176521,4.5,1198,155.75,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
137,Sheesh Mahal Lahore,Tourist Attraction,Lahore,31.5899396,74.3131807,4.5,1196,155.62,"Family, Friends",exploring,Medium,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
138,Amar Mahal Museum and Library,Tourist Attraction,Sialkot,32.7477098,74.8722927,4.2,1328,153.06,"Family, Friends",exploring,Low,All-season,All-day,Google Maps API (Adaptive AI Filtered Research Model)
